Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Analytical Estimation of the Scalability of Iterative Numerical Algorithms on Distributed Memory Multiprocessors","Lobachevskii Journal of Mathematics","","39","4","10.1134/S1995080218040121","L. B. Sokolinsky","2018","http://link.springer.com/article/10.1134/S1995080218040121","Article"
"Big data analytics on Apache Spark","International Journal of Data Science and Analytics","","1","3 - 4","10.1007/s41060-016-0027-9","Salman SalloumRuslan DautovXiaojun ChenPatrick Xiaogang PengJoshua Zhexue Huang","2016","http://link.springer.com/article/10.1007/s41060-016-0027-9","Article"
"EVE: A Flexible SIMD Coprocessor for Embedded Vision Applications","Journal of Signal Processing Systems","","75","2","10.1007/s11265-013-0770-2","Jagadeesh SankaranChing-Yu HungBranislav Kisačanin","2014","http://link.springer.com/article/10.1007/s11265-013-0770-2","Article"
"Research and implementation of scalable parallel computing based on Map-Reduce","Journal of Shanghai University (English Edition)","","15","5","10.1007/s11741-011-0763-3","Thanh-cuong Nguyen 阮青强Wen-feng Shen 沈文枫Ya-hui Chai 柴亚辉Wei-min Xu 徐炜民","2011","http://link.springer.com/article/10.1007/s11741-011-0763-3","Article"
"PLAST: parallel local alignment search tool for database comparison","BMC Bioinformatics","","10","1","10.1186/1471-2105-10-329","Hoa Van NguyenDominique Lavenier","2009","http://link.springer.com/article/10.1186/1471-2105-10-329","Article"
"A novel data-driven neuro arch (DDNA) model for option pricing on cloud","Journal of Banking and Financial Technology","","5","2","10.1007/s42786-021-00032-7","Manmohit SinghRuppa K. ThulasiramA. Thavaneswaran","2021","http://link.springer.com/article/10.1007/s42786-021-00032-7","Article"
"MapReduce Data Skewness Handling: A Systematic Literature Review","International Journal of Parallel Programming","","47","5 - 6","10.1007/s10766-019-00627-0","Mohammad Amin IrandoostAmir Masoud RahmaniSaeed Setayeshi","2019","http://link.springer.com/article/10.1007/s10766-019-00627-0","Article"
"Implementation of a high-accuracy phase unwrapping algorithm using parallel-hybrid programming approach for displacement sensing using self-mixing interferometry","The Journal of Supercomputing","","77","9","10.1007/s11227-021-03634-6","Tassadaq HussainSaqib AminUsman ZabitEduard Ayguadé","2021","http://link.springer.com/article/10.1007/s11227-021-03634-6","Article"
"Message-Passing Programming for Embedded Multicore Signal-Processing Platforms","Journal of Signal Processing Systems","","75","2","10.1007/s11265-013-0732-8","Shih-Hao HungPo-Hsun ChiuChia-Heng TuWei-Ting ChouWen-Long Yang","2014","http://link.springer.com/article/10.1007/s11265-013-0732-8","Article"
"Software system research in post-Moore’s Law era: a historical perspective for the future","Science China Information Sciences","","62","9","10.1007/s11432-019-9860-1","Xiaodong Zhang","2019","http://link.springer.com/article/10.1007/s11432-019-9860-1","Article"
"SCnC: Efficient Unification of Streaming with Dynamic Task Parallelism","International Journal of Parallel Programming","","44","2","10.1007/s10766-015-0353-x","Dragoş SbîrleaJun ShirakoRyan NewtonVivek Sarkar","2016","http://link.springer.com/article/10.1007/s10766-015-0353-x","Article"
"Multicore implementation and performance analysis of a chaos based LSB steganography technique","Microsystem Technologies","","27","11","10.1007/s00542-020-04762-4","Gaurav GambhirJyotsna Kumar Mandal","2021","http://link.springer.com/article/10.1007/s00542-020-04762-4","Article"
"CellJoin: a parallel stream join operator for the cell processor","The VLDB Journal","","18","2","10.1007/s00778-008-0116-z","Buğra GedikRajesh R. BordawekarPhilip S. Yu","2009","http://link.springer.com/article/10.1007/s00778-008-0116-z","Article"
"Real-Time Digital Image Correlation for Dynamic Strain Measurement","Experimental Mechanics","","56","5","10.1007/s11340-016-0133-6","R. WuC. KongK. LiD. Zhang","2016","http://link.springer.com/article/10.1007/s11340-016-0133-6","Article"
"Matrix-based streamization approach for improving locality and parallelism on FT64 stream processor","The Journal of Supercomputing","","47","2","10.1007/s11227-008-0186-0","Xuejun YangJing DuXiaobo YanYu Deng","2009","http://link.springer.com/article/10.1007/s11227-008-0186-0","Article"
"HAlign-II: efficient ultra-large multiple sequence alignment and phylogenetic tree reconstruction with distributed and parallel computing","Algorithms for Molecular Biology","","12","1","10.1186/s13015-017-0116-x","Shixiang WanQuan Zou","2017","http://link.springer.com/article/10.1186/s13015-017-0116-x","Article"
"Special issue on unconventional cluster architectures and applications","Cluster Computing","","17","2","10.1007/s10586-013-0291-6","Federico SillaHolger Fröning","2014","http://link.springer.com/article/10.1007/s10586-013-0291-6","Article"
"Legacy code and parallel computing: updating and parallelizing a numerical model","The Journal of Supercomputing","","76","7","10.1007/s11227-020-03172-7","Fernando G. TinettiMaximiliano J. PerezAriel FraidenraichAdolfo E. Altenberg","2020","http://link.springer.com/article/10.1007/s11227-020-03172-7","Article"
"Developing adaptive multi-device applications with the Heterogeneous Programming Library","The Journal of Supercomputing","","71","6","10.1007/s11227-014-1352-1","Moisés  ViñasZeki  BozkusBasilio  B.  FraguelaDiego  AndradeRamón  Doallo","2015","http://link.springer.com/article/10.1007/s11227-014-1352-1","Article"
"Task scheduling algorithms for energy optimization in cloud environment: a comprehensive review","Cluster Computing","","","","10.1007/s10586-021-03512-z","R. GhafariF. Hassani KabutarkhaniN. Mansouri","2022","http://link.springer.com/article/10.1007/s10586-021-03512-z","Article"
"Predicting the Soft Error Vulnerability of Parallel Applications Using Machine Learning","International Journal of Parallel Programming","","49","3","10.1007/s10766-021-00707-0","Işıl ÖzSanem Arslan","2021","http://link.springer.com/article/10.1007/s10766-021-00707-0","Article"
"Performance and programmability comparison of the thick control flow architecture and current multicore processors","The Journal of Supercomputing","","","","10.1007/s11227-021-03985-0","Martti ForsellSara NikulaJussi RoivainenVille LeppänenJesper Larsson Träff","2021","http://link.springer.com/article/10.1007/s11227-021-03985-0","Article"
"Parallelization Strategies for Spatial Agent-Based Models","International Journal of Parallel Programming","","45","3","10.1007/s10766-015-0399-9","Nuno FachadaVitor V. LopesRui C. MartinsAgostinho C. Rosa","2017","http://link.springer.com/article/10.1007/s10766-015-0399-9","Article"
"Python accelerators for high-performance computing","The Journal of Supercomputing","","74","4","10.1007/s11227-017-2213-5","Ami Marowka","2018","http://link.springer.com/article/10.1007/s11227-017-2213-5","Article"
"Scheduling parity checks for increased throughput in early-termination, layered decoding of QC-LDPC codes on a stream processor","EURASIP Journal on Wireless Communications and Networking","","2012","1","10.1186/1687-1499-2012-141","JaWone A KennedyDaniel L Noneaker","2012","http://link.springer.com/article/10.1186/1687-1499-2012-141","Article"
"Computational monitoring in real time: review of methods and applications","Geomechanics and Geophysics for Geo-Energy and Geo-Resources","","4","3","10.1007/s40948-018-0086-6","Arcady V. DyskinHakan BasarirJames DohertyMohamed ElchalakaniGrand R. JoldesAli KarrechBarry LehaneKarol MillerElena PasternakIgor ShufrinAdam Wittek","2018","http://link.springer.com/article/10.1007/s40948-018-0086-6","Article"
"Automatic code generation and tuning for stencil kernels on modern shared memory architectures","Computer Science - Research and Development","","26","3 - 4","10.1007/s00450-011-0160-6","Matthias ChristenOlaf SchenkHelmar Burkhart","2011","http://link.springer.com/article/10.1007/s00450-011-0160-6","Article"
"MegaMol – a comprehensive prototyping framework for visualizations","The European Physical Journal Special Topics","","227","14","10.1140/epjst/e2019-800167-5","Patrick GralkaMichael BecherMatthias BraunFlorian FrießChristoph MüllerTobias RauKarsten SchatzChristoph SchulzMichael KroneGuido ReinaThomas Ertl","2019","http://link.springer.com/article/10.1140/epjst/e2019-800167-5","Article"
"New algorithms for fixed-length approximate string matching and approximate circular string matching under the Hamming distance","The Journal of Supercomputing","","74","5","10.1007/s11227-017-2192-6","ThienLuan HoSeung-Rohk OhHyunJin Kim","2018","http://link.springer.com/article/10.1007/s11227-017-2192-6","Article"
"Assessing and discovering parallelism in C
                
                  
                
                $$++$$
                
                  
                    
                      +
                      +
                    
                  
                
               code for heterogeneous platforms","The Journal of Supercomputing","","74","11","10.1007/s11227-016-1794-8","David del Rio AstorgaRafael SotomayorLuis Miguel SanchezJavier Garcia BlasAlejandro CalderonJavier Fernandez","2018","http://link.springer.com/article/10.1007/s11227-016-1794-8","Article"
"CUDA-accelerated fast Sauvola’s method on Kepler architecture","Multimedia Tools and Applications","","74","24","10.1007/s11042-014-2269-7","Xin ChenYuefang GaoZhonghong Huang","2015","http://link.springer.com/article/10.1007/s11042-014-2269-7","Article"
"Applying FDTD to the Coverage Prediction of WiMAX Femtocells","EURASIP Journal on Wireless Communications and Networking","","2009","1","10.1155/2009/308606","Alvaro ValcarceGuillaume De La RocheÁlpar JüttnerDavid López-PérezJie Zhang","2009","http://link.springer.com/article/10.1155/2009/308606","Article"
"Structure-preserving image completion with multi-level dynamic patches","The Visual Computer","","35","1","10.1007/s00371-017-1454-x","Bowen LiuPing LiBin ShengYongwei NieEnhua Wu","2019","http://link.springer.com/article/10.1007/s00371-017-1454-x","Article"
"Uncertainty quantification in tsunami modeling using multi-level Monte Carlo finite volume method","Journal of Mathematics in Industry","","6","1","10.1186/s13362-016-0022-8","Carlos Sánchez-LinaresMarc de la AsunciónManuel J CastroJosé M González-VidaJorge MacíasSiddhartha Mishra","2016","http://link.springer.com/article/10.1186/s13362-016-0022-8","Article"
"High-performance and deep pedestrian detection based on estimation of different parts","The Journal of Supercomputing","","77","2","10.1007/s11227-020-03345-4","Mahmoud SaeidiAli Ahmadi","2021","http://link.springer.com/article/10.1007/s11227-020-03345-4","Article"
"CAR Posters","International Journal of Computer Assisted Radiology and Surgery","","1","1","10.1007/s11548-006-0031-y","","2006","http://link.springer.com/article/10.1007/s11548-006-0031-y","Article"
"Introduction to sustainable ultrascale computing systems and applications","The Journal of Supercomputing","","72","11","10.1007/s11227-016-1822-8","Jesus CarreteroJavier Garcia-BlasRaimondas Ciegis","2016","http://link.springer.com/article/10.1007/s11227-016-1822-8","Article"
"Fish School Search with Algorithmic Skeletons","International Journal of Parallel Programming","","47","2","10.1007/s10766-018-0564-z","Fabian WredeBreno MenezesHerbert Kuchen","2019","http://link.springer.com/article/10.1007/s10766-018-0564-z","Article"
"Micro-sized parallel system design proposal for the solution of robotics based engineering problem","Microsystem Technologies","","27","12","10.1007/s00542-020-05209-6","Serkan Dereli","2021","http://link.springer.com/article/10.1007/s00542-020-05209-6","Article"
"Simultaneous multiprocessing in a software-defined heterogeneous FPGA","The Journal of Supercomputing","","75","8","10.1007/s11227-018-2367-9","Jose Nunez-YanezSam AmiriMohammad HosseinabadyAndrés RodríguezRafael AsenjoAngeles NavarroDario SuarezRuben Gran","2019","http://link.springer.com/article/10.1007/s11227-018-2367-9","Article"
"The basic matrix library (BML) for quantum chemistry","The Journal of Supercomputing","","74","11","10.1007/s11227-018-2533-0","Nicolas BockChristian F. A. NegreSusan M. MniszewskiJamaludin Mohd-YusofBálint AradiJean-Luc FattebertDaniel Osei-KuffuorTimothy C. GermannAnders M. N. Niklasson","2018","http://link.springer.com/article/10.1007/s11227-018-2533-0","Article"
"Optimization of cosmological N-body simulation with FMM-PM on SIMT accelerators","The Journal of Supercomputing","","","","10.1007/s11227-021-04153-0","Wen-Long ZhaoWu WangQiao Wang","2021","http://link.springer.com/article/10.1007/s11227-021-04153-0","Article"
"Automatic Parallelization: Executing Sequential Programs on a Task-Based Parallel Runtime","International Journal of Parallel Programming","","44","6","10.1007/s10766-016-0426-5","Alcides FonsecaBruno CabralJoão RafaelIvo Correia","2016","http://link.springer.com/article/10.1007/s10766-016-0426-5","Article"
"FuPerMod: a software tool for the optimization of data-parallel applications on heterogeneous platforms","The Journal of Supercomputing","","69","1","10.1007/s11227-014-1207-9","David ClarkeZiming ZhongVladimir RychkovAlexey Lastovetsky","2014","http://link.springer.com/article/10.1007/s11227-014-1207-9","Article"
"$$FC^{2}$$
                
                  
                    
                      F
                      
                        C
                        2
                      
                    
                  
                
              : cloud-based cluster provisioning for distributed machine learning","Cluster Computing","","22","4","10.1007/s10586-019-02912-6","Nguyen Binh Duong Ta","2019","http://link.springer.com/article/10.1007/s10586-019-02912-6","Article"
"Computational storage: an efficient and scalable platform for big data and HPC applications","Journal of Big Data","","6","1","10.1186/s40537-019-0265-5","Mahdi TorabzadehkashiSiavash RezaeiAli HeydariGorjiHosein BobarshadVladimir AlvesNader Bagherzadeh","2019","http://link.springer.com/article/10.1186/s40537-019-0265-5","Article"
"Engineering Energy Efficient Visual Sensor Network Applications Using Skeletons","International Journal of Parallel Programming","","42","4","10.1007/s10766-013-0260-y","Stefano ChessaSusanna PelagattiNicoletta Triolo","2014","http://link.springer.com/article/10.1007/s10766-013-0260-y","Article"
"Special Issue: Bio-Inspired Optimization Techniques for High Performance Computing","New Generation Computing","","29","2","10.1007/s00354-011-0101-8","Gianluigi FolinoCarlo Mastroianni","2011","http://link.springer.com/article/10.1007/s00354-011-0101-8","Article"
"Preface","Journal of Computer Science and Technology","","36","1","10.1007/s11390-021-0001-4","Xian-He SunDong LiWen-Guang ChenTao LiJi-Wu ShuBo WuJin XiongJinging XueFeng ZhangJi-Dong ZhaiZhiia Zhao","2021","http://link.springer.com/article/10.1007/s11390-021-0001-4","Article"
"Data stream processing via code annotations","The Journal of Supercomputing","","74","11","10.1007/s11227-016-1793-9","Marco DaneluttoTiziano De MatteisGabriele MencagliMassimo Torquati","2018","http://link.springer.com/article/10.1007/s11227-016-1793-9","Article"
"Reliable MapReduce computing on opportunistic resources","Cluster Computing","","15","2","10.1007/s10586-011-0158-7","Heshan LinXiaosong MaWu-chun Feng","2012","http://link.springer.com/article/10.1007/s10586-011-0158-7","Article"
"Reconstructing evolutionary trees in parallel for massive sequences","BMC Systems Biology","","11","6","10.1186/s12918-017-0476-3","Quan ZouShixiang WanXiangxiang ZengZhanshan Sam Ma","2017","http://link.springer.com/article/10.1186/s12918-017-0476-3","Article"
"Application of cloud-based visual communication design in Internet of Things image","Soft Computing","","24","11","10.1007/s00500-019-04111-2","Xixia Liu","2020","http://link.springer.com/article/10.1007/s00500-019-04111-2","Article"
"MAHASIM: Machine-Learning Hardware Acceleration Using a Software-Defined Intelligent Memory System","Journal of Signal Processing Systems","","93","6","10.1007/s11265-019-01505-1","Bahar AsgariSaibal MukhopadhyaySudhakar Yalamanchili","2021","http://link.springer.com/article/10.1007/s11265-019-01505-1","Article"
"An Analysis of Public Clouds Elasticity in the Execution of Scientific Applications: a Survey","Journal of Grid Computing","","14","2","10.1007/s10723-016-9361-3","Guilherme GalanteLuis Carlos Erpen De BonaAntonio Roberto MuryBruno SchulzeRodrigo da Rosa Righi","2016","http://link.springer.com/article/10.1007/s10723-016-9361-3","Article"
"Resource-Aware Compiler Prefetching for Fine-Grained Many-Cores","International Journal of Parallel Programming","","39","5","10.1007/s10766-011-0163-8","George C. CarageaAlexandros TzannesFuat KeceliRajeev BaruaUzi Vishkin","2011","http://link.springer.com/article/10.1007/s10766-011-0163-8","Article"
"Mesoscopic Simulation Study of Wall Roughness Effects in Micro-channel Flows of Dense Emulsions","Journal of Statistical Physics","","161","6","10.1007/s10955-015-1374-y","Andrea ScagliariniMauro SbragagliaMassimo Bernaschi","2015","http://link.springer.com/article/10.1007/s10955-015-1374-y","Article"
"Sparse evolutionary deep learning with over one million artificial neurons on commodity hardware","Neural Computing and Applications","","33","7","10.1007/s00521-020-05136-7","Shiwei LiuDecebal Constantin MocanuAmarsagar Reddy Ramapuram MatavalamYulong PeiMykola Pechenizkiy","2021","http://link.springer.com/article/10.1007/s00521-020-05136-7","Article"
"A 3D graphics rendering pipeline implementation based on the openCL massively parallel processing","The Journal of Supercomputing","","77","7","10.1007/s11227-020-03581-8","Mingyu KimNakhoon Baek","2021","http://link.springer.com/article/10.1007/s11227-020-03581-8","Article"
"Super-EGO: fast multi-dimensional similarity join","The VLDB Journal","","22","4","10.1007/s00778-012-0305-7","Dmitri V. Kalashnikov","2013","http://link.springer.com/article/10.1007/s00778-012-0305-7","Article"
"A cloud-terminal-based cyber-physical system architecture for energy efficient machining process optimization","Journal of Ambient Intelligence and Humanized Computing","","10","3","10.1007/s12652-018-0832-1","X. X. LiF. Z. HeW. D. Li","2019","http://link.springer.com/article/10.1007/s12652-018-0832-1","Article"
"Unscented Particle Filters with Refinement Steps for UAV Pose Tracking","Journal of Intelligent & Robotic Systems","","102","2","10.1007/s10846-021-01409-y","Nuno Pessanha SantosVictor LoboAlexandre Bernardino","2021","http://link.springer.com/article/10.1007/s10846-021-01409-y","Article"
"Astronomical big data processing using machine learning: A comprehensive review","Experimental Astronomy","","","","10.1007/s10686-021-09827-4","Snigdha SenSonali AgarwalPavan ChakrabortyKrishna Pratap Singh","2022","http://link.springer.com/article/10.1007/s10686-021-09827-4","Article"
"Cloud resource management using 3Vs of Internet of Big data streams","Computing","","102","6","10.1007/s00607-019-00732-5","Navroop KaurSandeep K. SoodPrabal Verma","2020","http://link.springer.com/article/10.1007/s00607-019-00732-5","Article"
"GeantV","Computing and Software for Big Science","","5","1","10.1007/s41781-020-00048-6","G. AmadioA. AnanyaJ. ApostolakisM. BandieramonteS. BanerjeeA. BhattacharyyaC. BianchiniG. BitzesP. CanalF. CarminatiO. Chaparro-AmaroG. CosmoJ. C. De Fine LichtV. DroganL. DuhemD. Elvira","2021","http://link.springer.com/article/10.1007/s41781-020-00048-6","Article"
"MCtandem: an efficient tool for large-scale peptide identification on many integrated core (MIC) architecture","BMC Bioinformatics","","20","1","10.1186/s12859-019-2980-5","Chuang LiKenli LiKeqin LiFeng Lin","2019","http://link.springer.com/article/10.1186/s12859-019-2980-5","Article"
"High performance computing: an essential tool for science and engineering breakthroughs","The Journal of Supercomputing","","70","2","10.1007/s11227-014-1279-6","J. RanillaE. M. GarzónJ. Vigo-Aguiar","2014","http://link.springer.com/article/10.1007/s11227-014-1279-6","Article"
"A novel parallel learning algorithm for pattern classification","SN Applied Sciences","","1","12","10.1007/s42452-019-1687-6","Yi WangJian FuBingyang Wei","2019","http://link.springer.com/article/10.1007/s42452-019-1687-6","Article"
"Domain-Specific Language Techniques for Visual Computing: A Comprehensive Study","Archives of Computational Methods in Engineering","","28","4","10.1007/s11831-020-09492-4","Liming ShenXueyi ChenRichen LiuHailong WangGenlin Ji","2021","http://link.springer.com/article/10.1007/s11831-020-09492-4","Article"
"Source-to-Source Parallelization Compilers for Scientific Shared-Memory Multi-core and Accelerated Multiprocessing: Analysis, Pitfalls, Enhancement and Potential","International Journal of Parallel Programming","","48","1","10.1007/s10766-019-00640-3","Re’em HarelIdan MosseriHarel LevinLee-or AlonMatan RusanovskyGal Oren","2020","http://link.springer.com/article/10.1007/s10766-019-00640-3","Article"
"A Loosely Coordinated Model for Heap-Based Priority Queues in Multicore Environments","International Journal of Parallel Programming","","44","4","10.1007/s10766-015-0398-x","Giuliano LaccettiMarco LapegnaValeria Mele","2016","http://link.springer.com/article/10.1007/s10766-015-0398-x","Article"
"High performance networked computing in media, services and information management","The Journal of Supercomputing","","64","3","10.1007/s11227-013-0942-7","Gang Kou","2013","http://link.springer.com/article/10.1007/s11227-013-0942-7","Article"
"Support for Parallel and Concurrent Programming in C++","Programming and Computer Software","","44","1","10.1134/S0361768818010073","N. I. V’yukovaV. A. GalatenkoS. V. Samborskii","2018","http://link.springer.com/article/10.1134/S0361768818010073","Article"
"3D Segmentation Algorithms for Computerized Tomographic Imaging: a Systematic Literature Review","Journal of Digital Imaging","","31","6","10.1007/s10278-018-0101-z","L. E. CarvalhoA. C. SobieranskiA. von Wangenheim","2018","http://link.springer.com/article/10.1007/s10278-018-0101-z","Article"
"A design methodology for soft-core platforms on FPGA with SMP Linux, OpenMP support, and distributed hardware profiling system","EURASIP Journal on Embedded Systems","","2016","1","10.1186/s13639-016-0051-9","Vittoriano MuttilloGiacomo ValenteFabio FedericiLuigi PomanteMarco FaccioCarlo TieriSerenella Ferri","2016","http://link.springer.com/article/10.1186/s13639-016-0051-9","Article"
"Microarchitectural performance comparison of Intel Knights Corner and Intel Sandy Bridge with CFD applications","The Journal of Supercomputing","","70","1","10.1007/s11227-014-1245-3","Yonggang CheLilun ZhangYongxian WangChuanfu XuWei LiuZhenghua Wang","2014","http://link.springer.com/article/10.1007/s11227-014-1245-3","Article"
"High-performance software implementations of SCAN decoder for polar codes","Annals of Telecommunications","","73","5 - 6","10.1007/s12243-018-0634-7","Bertrand Le GalCamille LerouxChristophe Jego","2018","http://link.springer.com/article/10.1007/s12243-018-0634-7","Article"
"A taxonomy of task-based parallel programming technologies for high-performance computing","The Journal of Supercomputing","","74","4","10.1007/s11227-018-2238-4","Peter ThomanKiril DichevThomas HellerRoman IakymchukXavier AguilarKhalid HasanovPhilipp GschwandtnerPierre LemarinierStefano MarkidisHerbert JordanThomas FahringerKostas KatrinisErwin LaureDimitrios S. Nikolopoulos","2018","http://link.springer.com/article/10.1007/s11227-018-2238-4","Article"
"PCJ Java library as a solution to integrate HPC, Big Data and Artificial Intelligence workloads","Journal of Big Data","","8","1","10.1186/s40537-021-00454-6","Marek NowickiŁukasz GórskiPiotr Bała","2021","http://link.springer.com/article/10.1186/s40537-021-00454-6","Article"
"Parallelizing multiclass support vector machines for scalable image annotation","Neural Computing and Applications","","24","2","10.1007/s00521-012-1237-2","Nasullah Khalid AlhamMaozhen LiYang Liu","2014","http://link.springer.com/article/10.1007/s00521-012-1237-2","Article"
"A stereoscopic video conversion scheme based on spatio-temporal analysis of MPEG videos","EURASIP Journal on Advances in Signal Processing","","2012","1","10.1186/1687-6180-2012-237","Guo-Shiang LinHsiang-Yun HuangWei-Chih ChenCheng-Ying YehKai-Che LiuWen-Nung Lie","2012","http://link.springer.com/article/10.1186/1687-6180-2012-237","Article"
"MapReduce inspired loop mapping for coarse-grained reconfigurable architecture","Science China Information Sciences","","57","12","10.1007/s11432-014-5198-1","ShouYi YinShengJia ShaoLeiBo LiuShaoJun Wei","2014","http://link.springer.com/article/10.1007/s11432-014-5198-1","Article"
"Exploration of 3D grid caching strategies for ray-shooting","Journal of Real-Time Image Processing","","7","1","10.1007/s11554-010-0176-3","Stéphane ManciniZahir LarabiYves MathieuTomasz ToczekLionel Pierrefeu","2012","http://link.springer.com/article/10.1007/s11554-010-0176-3","Article"
"An efficient parallel solution for Caputo fractional reaction–diffusion equation","The Journal of Supercomputing","","68","3","10.1007/s11227-014-1123-z","Chunye GongWeimin BaoGuojian TangBo YangJie Liu","2014","http://link.springer.com/article/10.1007/s11227-014-1123-z","Article"
"Chimera states in Leaky Integrate-and-Fire dynamics with power law coupling","The European Physical Journal B","","93","8","10.1140/epjb/e2020-10252-9","Astero ProvataIoannis E. Venetis","2020","http://link.springer.com/article/10.1140/epjb/e2020-10252-9","Article"
"Type-Driven Automated Program Transformations and Cost Modelling for Optimising Streaming Programs on FPGAs","International Journal of Parallel Programming","","47","1","10.1007/s10766-018-0572-z","Wim VanderbauwhedeSyed Waqar NabiCristian Urlea","2019","http://link.springer.com/article/10.1007/s10766-018-0572-z","Article"
"High-performance parallel frequent subgraph discovery","The Journal of Supercomputing","","71","7","10.1007/s11227-015-1391-2","Saeed ShahrivariSaeed Jalili","2015","http://link.springer.com/article/10.1007/s11227-015-1391-2","Article"
"Serverless Workflows for Containerised Applications in the Cloud Continuum","Journal of Grid Computing","","19","3","10.1007/s10723-021-09570-2","Sebastián RiscoGermán MoltóDiana M. NaranjoIgnacio Blanquer","2021","http://link.springer.com/article/10.1007/s10723-021-09570-2","Article"
"Parallel implementation and optimization of the Sebvhos algorithm","Journal of Electronics (China)","","28","3","10.1007/s11767-011-0618-5","Wen LiLi GuoHongxing YuanYifang WeiHua Guan","2011","http://link.springer.com/article/10.1007/s11767-011-0618-5","Article"
"Smart computational light microscopes (SCLMs) of smart computational imaging laboratory (SCILab)","PhotoniX","","2","1","10.1186/s43074-021-00040-2","Yao FanJiaji LiLinpeng LuJiasong SunYan HuJialin ZhangZhuoshi LiQian ShenBowen WangRunnan ZhangQian ChenChao Zuo","2021","http://link.springer.com/article/10.1186/s43074-021-00040-2","Article"
"Testing machine learning based systems: a systematic mapping","Empirical Software Engineering","","25","6","10.1007/s10664-020-09881-0","Vincenzo RiccioGunel JahangirovaAndrea StoccoNargiz HumbatovaMichael WeissPaolo Tonella","2020","http://link.springer.com/article/10.1007/s10664-020-09881-0","Article"
"Intelligent Classification Method of Remote Sensing Image Based on Big Data in Spark Environment","International Journal of Wireless Information Networks","","26","3","10.1007/s10776-019-00440-z","Zhichao XingGuangming Li","2019","http://link.springer.com/article/10.1007/s10776-019-00440-z","Article"
"Parallelization of spherical discontinuous deformation analysis (SDDA) for geotechnical problems based on cloud computing environment","Science China Technological Sciences","","64","9","10.1007/s11431-020-1768-3","Yu-Yong JiaoZeYang WuFei ZhengQiang ZhaoLong WangGang-Hai HuangFei Tan","2021","http://link.springer.com/article/10.1007/s11431-020-1768-3","Article"
"Survey on Algorithm and VLSI Architecture for MPEG-Like Video Coder","Journal of Signal Processing Systems","","88","3","10.1007/s11265-016-1160-3","Haibing YinHuizhu JiaJun ZhouZhiyong Gao","2017","http://link.springer.com/article/10.1007/s11265-016-1160-3","Article"
"ESMRMB 2019, 36th Annual Scientific Meeting, Rotterdam, NL, October 3–October 5: Electronic Posters / Paper Posters / Clinical Review Posters / Software Exhibits","Magnetic Resonance Materials in Physics, Biology and Medicine","","32","1","10.1007/s10334-019-00756-0","","2019","http://link.springer.com/article/10.1007/s10334-019-00756-0","Article"
"Enable back memory and global synchronization on LLC buffer","The Journal of Supercomputing","","73","12","10.1007/s11227-017-2093-8","Licheng YuYulong PeiTianzhou ChenXueqing LouMinghui WuTiefei Zhang","2017","http://link.springer.com/article/10.1007/s11227-017-2093-8","Article"
"Video reasoning for conflict events through feature extraction","The Journal of Supercomputing","","77","6","10.1007/s11227-020-03514-5","Sheng-Tzong ChengChih-Wei HsuGwo-Jiun HorngCi-Ruei Jiang","2021","http://link.springer.com/article/10.1007/s11227-020-03514-5","Article"
"Continuous Probabilistic Subspace Skyline Query Processing Using Grid Projections","Journal of Computer Science and Technology","","29","2","10.1007/s11390-014-1434-9","Lei ZhaoYan-Yan YangXiaofang Zhou","2014","http://link.springer.com/article/10.1007/s11390-014-1434-9","Article"
"Network Management 2030: Operations and Control of Network 2030 Services","Journal of Network and Systems Management","","28","4","10.1007/s10922-020-09517-0","Alexander ClemmMohamed Faten ZhaniRaouf Boutaba","2020","http://link.springer.com/article/10.1007/s10922-020-09517-0","Article"
"Guest Editors’ Introduction to Special Issue on Advances in DSP System Design","Journal of Signal Processing Systems","","71","3","10.1007/s11265-013-0731-9","J. TakalaW. J. GrossW. Sung","2013","http://link.springer.com/article/10.1007/s11265-013-0731-9","Article"
"A Scalable Farm Skeleton for Hybrid Parallel and Distributed Programming","International Journal of Parallel Programming","","42","6","10.1007/s10766-013-0269-2","Steffen ErnstingHerbert Kuchen","2014","http://link.springer.com/article/10.1007/s10766-013-0269-2","Article"
"Special issue for data intensive eScience","Distributed and Parallel Databases","","30","5 - 6","10.1007/s10619-012-7107-1","Judy QiuDennis Gannon","2012","http://link.springer.com/article/10.1007/s10619-012-7107-1","Article"
"HPP controller: a system controller for high performance computing","Frontiers of Computer Science in China","","4","4","10.1007/s11704-010-0382-y","Fei ChenZheng CaoKai WangXuejun AnNinhui Sun","2010","http://link.springer.com/article/10.1007/s11704-010-0382-y","Article"
"A fine-granularity scheduling algorithm for parallel XDraw viewshed analysis","Earth Science Informatics","","11","3","10.1007/s12145-018-0339-5","Wanfeng DouYanan LiYanli Wang","2018","http://link.springer.com/article/10.1007/s12145-018-0339-5","Article"
"High-performance IP lookup using Intel Xeon Phi: a Bloom filters based approach","Journal of Internet Services and Applications","","9","1","10.1186/s13174-017-0075-y","Alexandre LucchesiAndré C. DrummondGeorge Teodoro","2018","http://link.springer.com/article/10.1186/s13174-017-0075-y","Article"
